user_id,job_id,user_age,user_gender,user_education,user_experience_level,user_skill_match,job_category,job_salary,job_required_experience,job_company_size,job_location,job_type,session_duration,session_position,clicked,user_click_prob,job_popularity,user_job_history,time_of_day,day_of_week,user_activity_level,job_freshness
467,157,38,1,Master,Mid,0.752290841822073,Education,5638.762912245671,3.465691293050396,Large,Chicago,Part-time,402.67121289305595,4,1,0.5009163367288293,0.12190094041639765,5,19,4,0.48141436051121794,0.41365883071455506
215,10,37,0,Master,Senior,0.8563021118397535,Healthcare,37751.03729785553,7.7231516652929315,Small,Chicago,Full-time,7.061677238784512,15,0,0.6425208447359014,0.6089729185141706,5,14,5,0.6474839648514713,0.9347069869622742
331,411,37,0,Master,Mid,0.4511852500317946,Finance,73917.65651041197,0.8354914031708742,Large,Boston,Full-time,314.769451525175,1,0,0.48047410001271784,0.07057821974991214,2,13,4,0.8557515238765513,0.6148331212155994
459,447,51,1,Bachelor,Mid,0.6830020043355568,Tech,108071.70953812648,4.6241976553270705,Large,Austin,Full-time,246.9968235211475,19,0,0.5232008017342228,0.5159198047382071,4,22,2,0.3718707641985806,0.723032543415766
88,109,39,0,Bachelor,Senior,0.24514005933256683,Tech,83701.62090076142,3.5782622408683826,Small,Chicago,Full-time,517.7179745543704,13,0,0.4480560237330267,0.3868485016812621,5,17,0,0.2659719902866247,0.9494646497202623
373,318,42,0,Bachelor,Entry,0.5732226696713448,Healthcare,86727.23807726306,2.6743403853284007,Medium,Boston,Remote,79.64746419732437,5,1,0.5292890678685379,0.04800884455132786,2,16,1,0.17589676632323345,0.15615404123952525
100,96,30,1,High School,Entry,0.03442855195833064,Marketing,100464.14713576471,1.1255954209403716,Medium,Austin,Part-time,392.5793964538431,19,1,0.21377142078333225,0.040682106976859346,6,23,0,0.3363734676426973,0.6930923733998668
872,146,44,0,High School,Mid,0.4333454968211854,Marketing,121506.10643203702,6.259593204449345,Large,Austin,Remote,652.7540102565553,17,1,0.47333819872847416,0.023911096466177093,4,8,5,0.32412226291477736,0.5531997714759129
664,181,30,0,Bachelor,Entry,0.5387362226378942,Education,93630.68492217879,5.337652381930977,Small,New York,Contract,458.10279525103493,14,1,0.5154944890551577,0.3466022763270075,10,3,3,0.15465836833468613,0.49034573787090524
131,210,39,0,High School,Mid,0.6938723564736446,Healthcare,56390.07543743177,4.616420105244256,Small,San Francisco,Full-time,762.1936411490396,1,1,0.5775489425894579,0.09983034609204121,2,21,2,0.6523730159028052,0.83449223576479
662,342,22,0,PhD,Mid,0.4800136323047436,Tech,73773.82685684276,3.3803450467223093,Medium,Austin,Full-time,109.87181697844764,17,0,0.5420054529218975,0.4987678091314114,7,6,2,0.6544676121706147,0.2635139179212865
309,145,36,0,Bachelor,Mid,0.5437496448052225,Finance,110175.00855622126,-0.8229036239136089,Small,Boston,Part-time,163.69826330665728,12,1,0.517499857922089,0.6759471626262626,5,11,6,0.8421917736467525,0.8976656067667989
770,49,25,0,Bachelor,Entry,0.6829833110011916,Healthcare,92677.60699785028,3.484472882007501,Small,Austin,Contract,149.32559463540994,18,0,0.5731933244004767,0.07441944744435279,4,10,4,0.20127770924685087,0.7787004642508495
344,473,44,0,High School,Senior,0.6596026574035564,Healthcare,55995.8064004663,1.1558378941364162,Large,Boston,Full-time,124.02109948945566,4,0,0.5638410629614226,0.28042251272090385,4,3,5,0.7002894538834743,0.3934766445016749
492,154,43,0,Bachelor,Entry,0.23475424285545587,Healthcare,82607.62805893453,5.2078458313792675,Medium,Boston,Full-time,49.03003404768388,17,0,0.39390169714218237,0.1803982640520215,6,23,0,0.5591308112274223,0.37611062636179304
414,261,30,1,Bachelor,Senior,0.505828829440966,Finance,109016.27817842874,4.706298412289721,Medium,New York,Contract,5.231004721402518,3,0,0.40233153177638636,0.06514216880436445,3,2,2,0.42281373071391526,0.30786982777999083
806,329,55,1,High School,Mid,0.7053947226855348,Education,100453.45829673897,4.662592287685654,Large,Chicago,Full-time,91.5763727372929,6,1,0.482157889074214,0.553659638647614,10,10,0,0.8095624665005289,0.37013765075744637
386,44,32,0,PhD,Senior,0.14510296018207447,Education,93337.25700924252,6.914233791618604,Small,Boston,Full-time,1488.965865651827,3,0,0.3580411840728298,0.22144686384529041,9,4,3,0.4537816151167151,0.692989530684869
192,236,22,0,Bachelor,Entry,0.40251823359933164,Education,49301.43666818908,-0.13002173872548983,Medium,Austin,Full-time,104.45637995231654,13,1,0.4610072934397327,0.3301510166259153,6,0,3,0.8850152199024365,0.5572173087238311
956,408,27,1,Bachelor,Mid,0.2741755438247801,Marketing,50349.19459780213,-1.0566164764621302,Medium,New York,Full-time,488.6873186190517,7,0,0.3096702175299121,0.4407183181253707,1,22,5,0.15935299669069944,0.5460185877749697
277,441,24,1,High School,Executive,0.5348007971426412,Education,77785.75094621343,4.8020082230462355,Small,Boston,Full-time,48.47236549375318,2,1,0.4139203188570565,0.31337612681715404,6,13,4,0.24721202506825318,0.9348611333420318
161,121,38,1,Master,Mid,0.6951794141940576,Finance,121696.87638355861,0.06500092243800948,Medium,New York,Remote,244.74068039665997,17,1,0.4780717656776231,0.1357513842112626,9,20,4,0.34623190607168863,0.6512151653303393
460,248,22,1,Bachelor,Senior,0.8066544481614392,Healthcare,89641.1112582981,3.059775945583191,Large,Austin,Part-time,37.08307342537628,2,1,0.5226617792645757,0.26262821498033767,7,0,2,0.932318860818724,0.9374216143611372
314,499,29,0,Bachelor,Entry,0.35405152642110155,Healthcare,75393.19515019795,2.3434357539829556,Medium,San Francisco,Part-time,328.625309052187,20,1,0.4416206105684406,0.19632547654024357,5,18,2,0.2353106826902632,0.5928368861034958
22,7,38,0,Master,Senior,0.2893319777841315,Healthcare,58944.90495021986,3.1732754577855506,Small,San Francisco,Full-time,35.434429394455385,7,0,0.4157327911136526,0.07323636282306317,5,17,1,0.301453518467868,0.9240210525314518
253,20,36,1,Bachelor,Mid,0.26860485481210694,Marketing,94699.43026656617,2.6581459176393474,Medium,New York,Full-time,104.62313300360722,2,1,0.30744194192484275,0.4297679278168384,3,6,2,0.5667917702305252,0.5617407641979065
748,184,34,1,High School,Mid,0.14663192308260134,Finance,104524.66411743753,3.59755210881461,Small,Chicago,Full-time,42.327720211108,1,0,0.2586527692330405,0.14903690549069074,7,16,3,0.5858129236598574,0.5642985190001647
857,364,36,0,Bachelor,Entry,0.3203424773844571,Tech,66624.27838867856,-0.48517982645271784,Small,New York,Remote,132.4779583124604,14,0,0.4781369909537828,0.15975556255514725,7,7,6,0.06684165591077791,0.31108827954053986
561,489,31,0,Bachelor,Mid,0.644334262503986,Healthcare,69622.57293844684,5.704179244750725,Medium,New York,Full-time,113.58956149685316,7,1,0.5577337050015944,0.062218367433647934,8,19,5,0.306510969216541,0.3356988135741105
475,200,22,0,Bachelor,Mid,0.8007395312284691,Tech,62175.71651078058,2.9134410937302966,Small,New York,Full-time,95.03162426424346,14,0,0.6702958124913877,0.11260496917487148,5,7,6,0.7667755392783453,0.6454358558694836
59,254,31,0,Bachelor,Mid,0.8485575352986756,Tech,47533.666331687054,3.297440415462845,Small,Boston,Full-time,48.25735503267253,10,0,0.6894230141194704,0.33884870860361194,6,12,1,0.464630895840924,0.6842622324439263
511,403,39,0,Master,Senior,0.7210415862385787,Marketing,34886.43987598876,0.9063332919092764,Medium,Austin,Full-time,220.2800304142303,18,1,0.5884166344954315,0.11184733099132868,5,22,6,0.5702847121702285,0.135723333415104
682,245,33,1,Bachelor,Mid,0.4363977687901109,Tech,94352.06601906409,3.4569149354570947,Medium,Boston,Full-time,67.49904737468349,20,0,0.42455910751604437,0.4264688665149187,4,11,6,0.4464192801697142,0.8859605009845694
476,483,38,1,Bachelor,Executive,0.42620933318045123,Marketing,42151.43091739394,4.154758558040899,Medium,Boston,Full-time,541.0750211262746,1,1,0.37048373327218054,0.24336750418687375,2,9,2,0.509557132972013,0.5958399293969833
700,64,29,1,PhD,Senior,0.7284562615532616,Tech,97764.93949978205,2.6347578054973013,Small,Austin,Full-time,321.25765922282903,15,0,0.5413825046213047,0.31942689229567006,5,11,6,0.22443484578017533,0.8780375086145321
976,299,44,1,Master,Mid,0.6500157020161856,Finance,18459.219655856017,2.8069791282212373,Small,Boston,Part-time,581.1444277993836,18,0,0.4600062808064743,0.04605966998033421,6,2,3,0.5064393706981588,0.7157921278412612
783,300,22,0,PhD,Entry,0.36055149417253535,Finance,91820.98325084173,1.0051114606456717,Small,Austin,Contract,591.2493212556967,20,1,0.4442205976690141,0.08414717501993875,5,9,2,0.055774219048471116,0.8869570250571864
190,153,36,1,Bachelor,Entry,0.487691464363421,Healthcare,64412.97897794342,-1.8909741522392265,Medium,New York,Contract,122.07786638783092,11,0,0.3950765857453684,0.043548867976959636,7,13,5,0.736721845393528,0.7985289695962453
958,17,48,1,High School,Entry,0.31554973576929646,Tech,83271.195291889,2.8804348767298595,Large,San Francisco,Contract,23.203680793454982,18,0,0.37621989430771857,0.3757533838735808,2,12,0,0.860865444264456,0.8455521137330945
687,39,49,0,Master,Senior,0.5582400883140406,Healthcare,68550.1894171788,0.7836635704880144,Large,San Francisco,Part-time,88.01689668084975,12,1,0.5232960353256162,0.031938862185718474,2,8,1,0.7043800325253743,0.44854836119613983
958,153,32,1,High School,Entry,0.7899271276030523,Finance,63627.453264624695,2.4430524320907026,Medium,Austin,Contract,174.28414252316483,1,0,0.515970851041221,0.4281948335100281,4,23,4,0.8287249737924152,0.5746393106867606
563,355,22,0,High School,Entry,0.681768894571698,Tech,46898.41503707948,7.022192883932165,Small,Chicago,Contract,853.851401800323,7,1,0.6227075578286793,0.11567666212336983,8,18,3,0.43179782295118835,0.5377198858663912
876,295,48,1,High School,Entry,0.4115107333817149,Education,73996.38082849138,3.5119584122704612,Medium,San Francisco,Part-time,180.95123291830987,12,0,0.36460429335268596,0.8116972431567542,4,17,3,0.42331245432199677,0.34076015780597496
567,39,34,0,Bachelor,Entry,0.46094874057419843,Finance,113146.65647261377,1.181171141039066,Small,New York,Part-time,881.7173823933601,14,1,0.48437949622967935,0.1929249632076434,6,2,6,0.25651479969558216,0.7532689894127026
244,187,33,0,High School,Entry,0.12278742673126679,Education,93288.07453138304,1.139051893386134,Medium,Chicago,Remote,445.38136438598804,6,0,0.3491149706925067,0.28186249572479843,4,5,6,0.6526610882946127,0.8552906706026485
832,238,26,0,Master,Entry,0.39900857872616297,Marketing,45590.93518951493,4.854135259982881,Medium,Austin,Full-time,190.84421829665195,9,1,0.4596034314904652,0.1801606084445784,7,19,1,0.73268775493302,0.504869730011674
505,450,22,0,High School,Executive,0.0429519426524503,Finance,67278.4933465444,0.8672820990844148,Medium,New York,Full-time,606.5234006151368,4,1,0.31718077706098013,0.13026703923966146,8,2,5,0.20714016658987922,0.8948565871756806
131,272,40,0,High School,Entry,0.17186329612860696,Marketing,64901.940267884056,-1.0311750985668473,Small,San Francisco,Part-time,702.5510025696639,3,0,0.36874531845144276,0.23016883057028142,4,11,5,0.33127933607605453,0.5308800605435189
485,309,41,0,Bachelor,Entry,0.9242773979987787,Tech,88357.77127426167,3.3688533895157566,Small,San Francisco,Full-time,171.2849052133011,7,0,0.7197109591995116,0.11350801802025082,1,11,3,0.5134332997555874,0.7201106865636053
819,362,37,0,Bachelor,Senior,0.3903825391809118,Tech,36523.42170408143,7.404140054268926,Small,New York,Part-time,504.0653385175667,13,1,0.5061530156723647,0.13417895894841272,5,2,6,0.7954613143997619,0.7788753390399782
647,462,27,0,PhD,Mid,0.7191515283775984,Healthcare,100944.0259390336,3.106985931729519,Small,New York,Remote,604.9534070975361,19,1,0.5876606113510394,0.2635053615282169,6,20,6,0.6753335163425782,0.3627174771350971
21,157,24,0,PhD,Entry,0.1640462804467207,Tech,144355.28797653693,2.915843726862123,Large,Boston,Remote,168.860164488729,5,1,0.4156185121786883,0.026469675874306868,4,14,4,0.5667208162227566,0.4335301123705927
841,231,22,1,High School,Entry,0.4897423865841591,Finance,78965.15597381054,0.34905179959573074,Large,San Francisco,Full-time,192.0114396841101,15,0,0.3958969546336636,0.025936999664961602,11,6,1,0.18879761346399032,0.9615640117562612
167,194,29,1,Master,Entry,0.3265071159866549,Tech,69301.0432401583,-0.06197913393202148,Medium,Chicago,Full-time,93.02886333804842,14,0,0.38060284639466196,0.7805567418830012,7,23,2,0.4619506979724518,0.39249613159848434
274,250,24,1,Bachelor,Mid,0.1987659967968283,Healthcare,101406.74123279247,3.3335955398810064,Large,Austin,Full-time,180.32770103252471,1,0,0.2795063987187313,0.40230104964358754,4,8,4,0.8053117786009106,0.3440263668182771
388,266,22,1,Bachelor,Entry,0.6987696065554764,Education,48276.75686286519,5.8210153037094035,Small,Boston,Full-time,201.26661273084048,8,1,0.4795078426221906,0.005099929417539007,8,6,6,0.3242186635266628,0.6940328512147147
601,2,41,0,Master,Mid,0.34855535340791977,Tech,105706.85576751638,3.3701267139798294,Small,Boston,Full-time,309.60502727121127,7,0,0.4894221413631679,0.5811549087838989,6,3,2,0.34491841862948613,0.7391637519731131
316,475,22,0,Master,Mid,0.27464392339743543,Finance,51722.57755422067,2.7601600972098344,Large,Boston,Remote,268.6710185694779,20,0,0.40985756935897416,0.1521085956849742,3,2,0,0.21105086293588055,0.30266398257479593
14,141,44,0,High School,Entry,0.17023281859667633,Education,142498.21726585476,3.8283637061160545,Medium,San Francisco,Full-time,676.7881886328654,13,1,0.3680931274386705,0.1858163553515758,8,16,0,0.792559554777089,0.5642357458001086
242,182,38,1,High School,Mid,0.8705962645698331,Finance,27475.78998051872,5.529432196173372,Large,Chicago,Remote,313.65121167262146,8,1,0.5482385058279332,0.17827389458026052,6,23,5,0.8779837250091516,0.8146664711668411
777,2,37,1,Bachelor,Executive,0.3723260664201476,Tech,57717.048256965754,7.079980289102409,Small,New York,Contract,44.38526024052426,4,0,0.39893042656805905,0.09133967458233691,2,6,4,0.14588327623219702,0.5847274908429739
346,170,51,0,High School,Senior,0.3652337994842474,Healthcare,85208.27873614748,3.281376839038411,Medium,Boston,Contract,81.82870450185595,8,1,0.44609351979369893,0.09935972871811788,2,10,5,0.7823652293833574,0.45615439154706855
565,270,22,0,Bachelor,Senior,0.4959489086605343,Tech,93010.98435761337,5.794471044977641,Small,New York,Contract,743.8040823266407,18,0,0.5483795634642138,0.05201411750091322,2,23,1,0.47310022368956406,0.18007036247383457
898,465,43,1,Bachelor,Mid,0.6694700523716074,Finance,62649.60534756162,0.9967140803014938,Large,Austin,Full-time,18.942627727148707,17,0,0.467788020948643,0.08715788395861883,2,10,4,0.6936287183223687,0.6035961958818479
340,307,32,0,Master,Mid,0.4944719585242474,Marketing,106605.92109986042,2.798023310671601,Medium,Boston,Full-time,358.977079719196,10,1,0.49778878340969895,0.1764151227454242,7,0,5,0.3948570502937317,0.3918757290613412
92,364,60,0,Bachelor,Mid,0.12724334255719758,Finance,48413.38242255121,2.0695460617017716,Medium,New York,Remote,26.17353390795056,7,1,0.350897337022879,0.13716118991164467,4,20,2,0.601394202005172,0.5847569727436194
367,49,31,1,Bachelor,Senior,0.8114214589012599,Education,47567.76060127502,5.9950131470339345,Medium,Boston,Full-time,74.81409971053169,17,0,0.524568583560504,0.39212328940601937,6,22,5,0.9320606458162422,0.826492828515994
956,422,29,0,Master,Mid,0.5137370631827437,Marketing,42149.860958174264,5.8973829577780155,Medium,San Francisco,Full-time,492.55749014163206,18,1,0.5054948252730975,0.3640383748968648,7,9,1,0.2635037876855473,0.9489582410734574
455,484,39,1,Bachelor,Senior,0.4817572729520478,Tech,80288.92014162125,3.353029372249004,Medium,Boston,Full-time,133.42916431525728,6,0,0.44270290918081906,0.8074271698361082,7,10,5,0.6500735866847662,0.6442056765234718
428,418,32,0,Master,Executive,0.06281982433787771,Healthcare,71480.49345912397,2.3110191283591894,Large,New York,Full-time,196.04491886980327,15,1,0.3251279297351511,0.416662785239358,6,10,4,0.28626874781444483,0.5422936305626258
509,285,27,1,PhD,Mid,0.43870245231694727,Marketing,44673.37836725157,3.405125476650015,Small,Austin,Contract,458.3137516328139,5,0,0.37548098092677895,0.47636261786319894,6,18,5,0.5260771055880954,0.585976283596738
776,367,25,1,PhD,Mid,0.39637199020193314,Healthcare,79237.73545166395,2.3014735855162947,Medium,Boston,Full-time,261.89620905235677,17,1,0.3585487960807733,0.3459797833222469,7,9,1,0.6252459891102954,0.41695172623952004
943,380,49,0,Bachelor,Mid,0.35359072113588746,Education,46005.155851151096,6.104379547979859,Small,San Francisco,Remote,96.89230224278496,18,1,0.441436288454355,0.10148564025273925,7,9,1,0.6485636104130599,0.8715513565218629
35,320,23,1,Bachelor,Entry,0.4961763800453258,Finance,82000.63630767612,4.501429039392148,Small,Austin,Remote,902.4162708036619,20,0,0.3984705520181303,0.1609380206386033,3,3,2,0.25982052140016193,0.4729598948463856
206,279,37,1,High School,Mid,0.2256478959188339,Education,98229.55436150495,1.758056770052057,Medium,Chicago,Full-time,173.85452606310477,5,1,0.2902591583675336,0.0912852987671721,8,5,1,0.7948026135905865,0.7505873025673838
81,279,45,1,Master,Mid,0.46326739675062983,Tech,47974.1718739948,0.3657927653884099,Medium,Boston,Contract,36.77052413054828,14,0,0.4353069587002519,0.13231236319882828,9,8,3,0.5626111248631606,0.505492577239819
932,272,46,0,PhD,Entry,0.5754635625248473,Education,65055.4928429916,0.8039304903149902,Large,Austin,Contract,20.320265900499543,19,1,0.5301854250099389,0.2068398006849887,7,8,2,0.15527680264876798,0.7301780546597063
562,44,28,0,High School,Mid,0.6747900274222564,Healthcare,113369.51464569314,4.720054801740167,Large,San Francisco,Full-time,506.8449787379114,8,1,0.5699160109689025,0.39435674758421746,4,20,5,0.5354994213475054,0.6889144580615081
872,60,32,0,High School,Senior,0.32167228675775045,Finance,63337.35254181684,6.535146375214313,Large,New York,Full-time,209.77855102505262,15,1,0.4286689147031002,0.1618266836806584,4,15,4,0.11369353554221072,0.5043967357867136
388,199,30,1,Master,Executive,0.8248871845595296,Finance,61543.93622809814,2.846833001143693,Large,Boston,Full-time,225.70382459717752,2,1,0.5299548738238119,0.08414076176623515,7,13,6,0.478477920986038,0.8125735594638711
2,109,22,1,High School,Senior,0.4907430216093907,Finance,133425.61365581103,0.5225030587728856,Small,New York,Full-time,103.33369803236646,4,1,0.3962972086437563,0.0012917729795689432,3,20,3,0.5615293772272849,0.7132386760780056
390,65,40,0,High School,Entry,0.3373555452963509,Healthcare,101017.3304950649,5.30014495933537,Medium,New York,Remote,525.9440012282702,19,1,0.4349422181185404,0.19211737891099706,1,22,3,0.7430851439923841,0.7360177317367459
566,403,35,0,Master,Entry,0.5287375809184648,Tech,65106.02897469906,0.941286492829124,Small,San Francisco,Part-time,557.1156389648341,11,0,0.561495032367386,0.2840116218484714,7,21,3,0.4470657745036505,0.26468417875670425
106,173,49,1,High School,Mid,0.13978482369609269,Education,90730.40781024101,2.2244623414941636,Small,Austin,Full-time,235.09567449727666,2,0,0.25591392947843705,0.07373924972099453,0,22,1,0.5217130272427751,0.3546185829708815
772,353,26,0,High School,Entry,0.4190490354235581,Finance,15044.895921912008,2.4543434213116093,Small,San Francisco,Full-time,491.8406159588792,20,0,0.4676196141694232,0.011133993689369109,3,13,4,0.7338939117652727,0.6869073020821329
822,98,45,0,Bachelor,Mid,0.01972227990611817,Tech,58080.56526389383,0.9215165701982295,Small,Austin,Full-time,447.2629521140505,20,0,0.35788891196244726,0.1688795247129296,2,9,5,0.19269877022243,0.5542901683286475
477,129,46,0,Master,Entry,0.6199379804743514,Healthcare,67278.2985431945,4.281154005170059,Large,Boston,Full-time,89.41741972067699,5,1,0.5479751921897406,0.2882665498710901,6,6,4,0.5893884598502234,0.7297426438706777
703,268,35,0,Bachelor,Mid,0.7184939900948623,Marketing,62096.67570298141,2.9421794012796836,Large,San Francisco,Remote,684.1815821283619,13,1,0.587397596037945,0.39469221369876684,4,10,0,0.539368062273265,0.5032749633380712
402,409,22,1,Bachelor,Entry,0.3190550168891084,Tech,55507.4045452602,0.23751051575575133,Small,San Francisco,Full-time,68.0632454215325,10,0,0.37762200675564334,0.011627446851117435,9,11,4,0.8894943695149362,0.7226522647801524
730,87,29,0,Bachelor,Mid,0.2386391484497082,Tech,89286.0393880326,3.0483301192278685,Small,San Francisco,Full-time,291.36687595566684,17,0,0.44545565937988324,0.2956724909627439,6,11,1,0.3694518156356672,0.7510106717193701
556,89,52,0,Bachelor,Senior,0.8457091834381767,Finance,67211.48898774828,2.0498294426940076,Medium,New York,Full-time,789.9825717210737,20,0,0.6382836733752707,0.5589069781884994,4,23,0,0.5690501174756188,0.4628397799821754
162,479,37,1,High School,Senior,0.48760490529008343,Education,71339.60246698219,0.9689841905157142,Medium,San Francisco,Contract,89.5161592002577,19,1,0.3950419621160334,0.19819638573226134,4,17,2,0.38345016377566743,0.5702644194050899
202,344,41,0,High School,Executive,0.7768062122802573,Healthcare,65471.04416364053,4.2164329787619685,Small,Boston,Full-time,226.0888554221833,6,1,0.6107224849121029,0.10388045025171429,4,0,2,0.34763174217600024,0.7642722884386284
958,394,34,0,Bachelor,Mid,0.804398471168412,Finance,62675.738989350364,2.9835335886898187,Small,San Francisco,Full-time,404.783380159397,11,1,0.6217593884673649,0.5737216296581342,5,14,1,0.43217666722164894,0.6720087825519798
996,450,32,1,Master,Senior,0.8634482219609413,Marketing,90819.34806835448,2.3421570299838446,Large,New York,Remote,544.6619824036223,5,1,0.5453792887843766,0.3472825092987376,5,21,2,0.3603900943833369,0.5585143450176984
270,417,22,1,Master,Mid,0.6180804766633526,Marketing,91488.21574188155,0.14068042865577501,Small,San Francisco,Contract,29.720777899322044,5,0,0.44723219066534103,0.4153523027498606,2,21,2,0.5065028708265552,0.8216132895918029
863,229,42,0,Master,Mid,0.12409492260984395,Education,93980.27421173002,3.4393301838614745,Small,San Francisco,Contract,3.419180742855896,19,0,0.34963796904393757,0.07563474018109156,4,17,0,0.2176237651983557,0.45839556937573445
816,471,45,0,Master,Senior,0.1850638338442986,Tech,74983.87375019958,3.0063915437277555,Medium,Austin,Full-time,825.671274892901,14,1,0.42402553353771943,0.4294957064573699,5,14,0,0.7662249742765554,0.9636605318025568
271,130,25,0,High School,Entry,0.1362724569514341,Tech,74918.77160385191,-1.2583051422218858,Large,Chicago,Full-time,221.84745164485054,14,0,0.4045089827805736,0.3164439977646603,0,9,3,0.41694215999766754,0.7607908554907107
456,132,33,1,Master,Senior,0.8293235585257785,Tech,66756.36047124593,6.948282558808112,Medium,Austin,Full-time,366.14802642926975,13,1,0.5817294234103115,0.4517841353614345,5,5,3,0.3578429539377516,0.3309041367758275
462,407,31,0,Master,Mid,0.9004581482739865,Marketing,95893.70968909786,5.504569252157038,Medium,San Francisco,Full-time,110.83820193027927,15,1,0.6601832593095946,0.23747683176955525,5,7,6,0.20955258252060627,0.5606108927980195
727,253,39,0,Bachelor,Mid,0.44974264569234274,Finance,55333.9525238471,2.792286563926064,Medium,Austin,Full-time,105.13254907303606,4,0,0.47989705827693707,0.6039042938211209,8,16,2,0.2017507367270896,0.5806658407851775
252,110,29,0,Bachelor,Mid,0.8457732919494733,Finance,77698.75562302332,4.960103025687701,Medium,New York,Part-time,300.22562234059825,3,1,0.6383093167797893,0.4672341997554674,7,8,1,0.44185103698381795,0.5930540780215585
702,297,44,1,Bachelor,Senior,0.44005681569632793,Finance,72648.92612136166,2.2364212902254317,Medium,San Francisco,Part-time,69.14661888826312,17,0,0.37602272627853117,0.4086602253172426,6,16,3,0.48852858171356217,0.25672088988383046
296,294,35,0,Bachelor,Mid,0.6522213530520613,Healthcare,49187.07911452332,2.3159287258925003,Large,San Francisco,Remote,374.7361741054446,19,0,0.5608885412208245,0.018256434642067294,6,8,3,0.32899346366043786,0.46454849819244404
725,215,22,0,Bachelor,Senior,0.41126788685620763,Finance,68299.32028516379,4.251674960388336,Small,Boston,Part-time,71.8499423839121,15,1,0.46450715474248305,0.20418703774228805,2,22,0,0.8947844165016132,0.7061375686087813
720,312,39,0,Bachelor,Entry,0.3736441283154326,Marketing,67956.45329665374,2.2344964433917975,Small,San Francisco,Part-time,6.545009698380201,16,0,0.449457651326173,0.3096105208920866,4,2,4,0.5280270975701638,0.8323185919747922
749,204,44,0,Master,Entry,0.47704094388230445,Tech,98868.31401815831,3.7545938270286445,Medium,Austin,Contract,651.9678758364582,8,1,0.5408163775529218,0.3793760872254591,4,3,5,0.4117885184262729,0.6209315286190761
338,428,23,1,Master,Senior,0.6051380733015888,Finance,81453.01942174592,0.3806616543121022,Small,San Francisco,Remote,330.79709773451026,15,1,0.44205522932063557,0.047219933357967835,5,9,1,0.3939689925613236,0.38939514312352563
879,448,39,1,High School,Entry,0.1903452519939386,Finance,93228.4367442056,0.24832606400668977,Small,San Francisco,Full-time,453.66582707516056,14,0,0.2761381007975754,0.07125951063696537,4,21,1,0.5608875079141366,0.42478765998683365
53,24,53,1,High School,Entry,0.15723409823781556,Healthcare,36600.461113829566,2.9735425708059045,Large,San Francisco,Full-time,286.48612516026225,9,0,0.2628936392951262,0.02888845008608175,5,5,6,0.6026379949696582,0.6032441617190719
792,93,36,1,Bachelor,Entry,0.20253917420714113,Marketing,52227.432088230045,0.30798963013742764,Small,Chicago,Part-time,405.586492666732,7,0,0.2810156696828564,0.49680270028594803,4,3,6,0.8552419099082456,0.6378141189983552
